transaction_id,timestamp,user_id,amount,payment_method,bank,card_network,location,device_type,device_age_days,account_age_days,previous_txn_count,txn_velocity_1h,avg_amount_7d,amount_deviation,latency_ms,retry_count,ip_risk_score,device_risk_score,location_risk_score,bank_risk_score,amount_risk_score,scenario,actual_risk,outcome
T533330,2026-08-01 01:49:44,U100689,1070.7,UPI,Yes Bank,NOT_CARD,Delhi,mobile,1102,2348,399,1,1085.17,-0.0133,90.0,0,0.4923,0.0682,0.1778,0.2381,0.1509,NORMAL,0.0828,LEGIT
T545892,2026-08-01 01:49:47,U100150,196.98,Netbanking,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,723,2567,432,1,247.0,-0.2025,79.1,0,0.1928,0.2942,0.0976,0.1963,0.2732,NORMAL,0.1231,LEGIT
T535103,2026-08-01 01:53:19,U100680,497.73,Card,HDFC Bank,Mastercard,Lucknow,mobile,525,2170,379,0,401.66,0.2392,132.3,0,0.2135,0.1215,0.2028,0.3248,0.2735,NORMAL,0.0553,LEGIT
T525309,2026-08-01 01:58:15,U100722,536.74,Wallet,Axis Bank,NOT_CARD,Pune,mobile,736,2535,401,0,679.94,-0.2106,226.6,0,0.1787,0.0345,0.2962,0.0845,0.144,NORMAL,0.086,LEGIT
T501586,2026-08-01 01:58:25,U101013,1390.75,Card,IDFC First Bank,RuPay,Mumbai,mobile,927,944,135,0,1455.03,-0.0442,182.2,0,0.1615,0.2194,0.3224,0.0698,0.2496,NORMAL,0.0281,LEGIT
T522139,2026-08-01 01:58:36,U100130,1187.14,Card,ICICI Bank,Mastercard,Ahmedabad,mobile,479,1696,277,1,1195.58,-0.0071,88.4,0,0.317,0.1092,0.1084,0.1205,0.4056,NORMAL,0.0853,LEGIT
T503549,2026-08-01 01:58:39,U101200,791.81,Wallet,Kotak Mahindra Bank,NOT_CARD,Pune,mobile,1122,2637,423,0,669.94,0.1819,167.4,0,0.1329,0.1948,0.2928,0.3438,0.1785,NORMAL,0.0373,LEGIT
T512641,2026-08-01 01:59:53,U100801,1508.05,Wallet,HDFC Bank,NOT_CARD,Delhi,mobile,61,906,109,0,2568.59,-0.4129,118.9,0,0.1962,0.2418,0.0383,0.1691,0.3688,NORMAL,0.1596,LEGIT
T546510,2026-08-01 02:00:32,U100127,229.48,Card,Axis Bank,Mastercard,Delhi,desktop,1021,2295,395,0,356.88,-0.357,699.8241320882597,0,0.3238,0.0974,0.4591,0.456,0.2809,LATENCY_ANOMALY,0.0585,LEGIT
T521422,2026-08-01 02:01:11,U100353,793.53,Netbanking,State Bank of India,NOT_CARD,Delhi,mobile,1149,1305,193,0,784.17,0.0119,160.3,0,0.0274,0.1746,0.1786,0.417,0.2065,NORMAL,0.1087,LEGIT
T520813,2026-08-01 02:01:52,U101073,1127.54,Card,State Bank of India,Amex,Hyderabad,mobile,82,1575,257,0,1095.05,0.0297,212.9,0,0.202,0.3849,0.0735,0.2931,0.2616,NORMAL,0.0076,LEGIT
T542378,2026-08-01 02:02:52,U101426,1819.3,Card,IndusInd Bank,Visa,Chennai,desktop,1327,2015,321,0,2394.16,-0.2401,116.3,0,0.0919,0.1435,0.3475,0.3013,0.1555,NORMAL,0.0983,LEGIT
T522975,2026-08-01 02:03:36,U101442,658.23,UPI,IDFC First Bank,NOT_CARD,Ahmedabad,mobile,1073,2804,486,1,451.91,0.4566,72.8,0,0.2337,0.0185,0.1378,0.2924,0.4759,NORMAL,0.0798,LEGIT
T510117,2026-08-01 02:03:48,U101067,1511.38,UPI,ICICI Bank,NOT_CARD,Chennai,mobile,820,1923,296,12,1747.48,-0.1351,650.3991275472395,0,0.9533153991528985,0.028888813491812118,0.1611,0.501852501842629,0.2122,COMBINED_INCIDENT,0.2711,LEGIT
T548842,2026-08-01 02:04:52,U100110,242.62,UPI,IDFC First Bank,NOT_CARD,Bengaluru,tablet,556,832,144,0,295.33,-0.1785,379.4,0,0.1705,0.3624,0.3231,0.3079,0.2371,NORMAL,0.1159,LEGIT
T535836,2026-08-01 02:05:16,U100937,391.36,UPI,HDFC Bank,NOT_CARD,Kolkata,mobile,1135,446,47,0,524.72,-0.2542,154.8,0,0.0287,0.2033,0.1429,0.2691,0.3551,NORMAL,0.1099,LEGIT
T512367,2026-08-01 02:06:03,U100050,847.58,Card,IndusInd Bank,Mastercard,Lucknow,mobile,182,2279,405,1,967.52,-0.124,116.4,0,0.1126,0.1675,0.0759,0.487,0.1068,NORMAL,0.0908,LEGIT
T529750,2026-08-01 02:06:37,U101144,477.68,Wallet,State Bank of India,NOT_CARD,Pune,mobile,610,993,169,0,1029.8,-0.5361,72.2,0,0.2802,0.1934,0.2475,0.1561,0.3033,NORMAL,0.1202,LEGIT
T520778,2026-08-01 02:07:34,U100759,7045.4,UPI,ICICI Bank,NOT_CARD,Hyderabad,mobile,391,2189,390,1,5269.54,0.337,117.8,0,0.1303,0.2064,0.3558,0.2374,0.4399,NORMAL,0.1316,LEGIT
T512885,2026-08-01 02:08:28,U100674,256.9,Netbanking,Yes Bank,NOT_CARD,Kolkata,mobile,1188,1865,282,1,366.49,-0.299,88.9,0,0.3393,0.1595,0.2128,0.1824,0.2557,NORMAL,0.1685,LEGIT
T514699,2026-08-01 02:08:41,U100935,268.49,UPI,State Bank of India,NOT_CARD,Kolkata,mobile,1065,2821,446,1,330.69,-0.1881,102.5,0,0.3275,0.1427,0.1766,0.3273,0.2955,NORMAL,0.1159,LEGIT
T521332,2026-08-01 02:09:39,U100581,1684.03,Netbanking,Punjab National Bank,NOT_CARD,Kolkata,desktop,503,2500,385,0,1592.12,0.0577,102.5,0,0.144,0.2324,0.3455,0.3821,0.1778,NORMAL,0.0894,LEGIT
T535621,2026-08-01 02:11:03,U101383,2425.54,UPI,IDFC First Bank,NOT_CARD,Mumbai,mobile,992,2691,460,0,2470.94,-0.0184,93.6,0,0.1762,0.4128,0.1038,0.3753,0.182,NORMAL,0.1197,LEGIT
T539372,2026-08-01 02:11:54,U100377,619.35,UPI,HDFC Bank,NOT_CARD,Bengaluru,mobile,1257,2240,380,0,861.09,-0.2807,86.9,0,0.1374,0.0308,0.1699,0.03,0.1426,NORMAL,0.0934,LEGIT
T541024,2026-08-01 02:12:00,U101221,786.85,Card,HDFC Bank,RuPay,Ahmedabad,mobile,1316,1659,277,1,693.58,0.1345,145.0,0,0.3697,0.3532,0.1278,0.0842,0.1075,NORMAL,0.0878,LEGIT
T507590,2026-08-01 02:12:07,U101430,3177.55,Card,Bank of Baroda,Visa,Pune,mobile,54,1411,234,0,2408.06,0.3195,93.3,0,0.1921,0.1558,0.1165,0.0578,0.4064,NORMAL,0.1306,LEGIT
T502310,2026-08-01 02:12:42,U101180,1435.37,UPI,Kotak Mahindra Bank,NOT_CARD,Ahmedabad,mobile,974,1922,295,0,952.49,0.507,200.8,0,0.8579600557148925,0.09483946534887844,0.8852632218488282,0.2177,0.2696,SIGNAL_CONFLICT,0.2662,LEGIT
T529937,2026-08-01 02:14:20,U100161,1718.16,UPI,IDFC First Bank,NOT_CARD,Kolkata,mobile,397,1993,346,0,1354.66,0.2683,268.4,0,0.1339,0.1923,0.2775,0.0644,0.1784,NORMAL,0.0,LEGIT
T520758,2026-08-01 02:14:42,U100112,1370.24,UPI,HDFC Bank,NOT_CARD,Ahmedabad,mobile,132,1667,260,0,841.07,0.6292,80.0,0,0.1476,0.2568,0.3342,0.6121,0.5772,NORMAL,0.0771,LEGIT
T528266,2026-08-01 02:15:05,U100512,6855.94,UPI,Kotak Mahindra Bank,NOT_CARD,Hyderabad,mobile,216,2522,402,0,3148.48,1.1775,87.0,0,0.4984,0.185,0.0571,0.0449,0.6692,NORMAL,0.1356,LEGIT
T517095,2026-08-01 02:15:30,U100150,142.67,Card,Kotak Mahindra Bank,Amex,Kolkata,mobile,723,2567,432,0,247.0,-0.4224,71.5,0,0.4337,0.0504,0.2825,0.2273,0.2336,NORMAL,0.1862,LEGIT
T518825,2026-08-01 02:15:37,U100550,1674.51,Card,State Bank of India,Mastercard,Bengaluru,mobile,590,2409,424,0,1589.15,0.0537,179.8,1,0.1642,0.2219,0.1343,0.1402,0.1461,NORMAL,0.1194,LEGIT
T530497,2026-08-01 02:15:44,U101215,1376.02,Netbanking,State Bank of India,NOT_CARD,Kolkata,mobile,987,343,81,0,1068.04,0.2884,266.8,0,0.1748,0.1121,0.2838,0.066,0.4269,NORMAL,0.0584,LEGIT
T508434,2026-08-01 02:16:15,U101441,703.01,UPI,Punjab National Bank,NOT_CARD,Ahmedabad,mobile,1157,1538,242,0,955.46,-0.2642,124.0,0,0.0995,0.1491,0.2167,0.2763,0.1725,NORMAL,0.0418,LEGIT
T505670,2026-08-01 02:16:55,U100815,1150.45,Wallet,Yes Bank,NOT_CARD,Delhi,mobile,1223,2510,403,0,1030.85,0.116,139.6,0,0.3005,0.1645,0.17,0.2464,0.1678,NORMAL,0.1003,LEGIT
T540752,2026-08-01 02:17:00,U100114,599.64,UPI,State Bank of India,NOT_CARD,Jaipur,mobile,695,1517,241,0,427.35,0.4031,236.1,0,0.368,0.2541,0.1967,0.348,0.2754,NORMAL,0.0474,LEGIT
T526271,2026-08-01 02:18:49,U100979,811.19,UPI,Kotak Mahindra Bank,NOT_CARD,Delhi,mobile,1030,1697,285,0,456.49,0.777,215.6,0,0.1289,0.1522,0.042,0.2118,0.4349,NORMAL,0.0439,LEGIT
T542223,2026-08-01 02:19:35,U100155,122.4,UPI,Bank of Baroda,NOT_CARD,Kolkata,mobile,1406,1986,301,0,74.05,0.653,196.3,0,0.2373,0.3355,0.1538,0.3926,0.4714,NORMAL,0.2325,FRAUD
T504505,2026-08-01 02:20:20,U101055,410.69,Netbanking,IDFC First Bank,NOT_CARD,Lucknow,mobile,584,2986,502,1,240.14,0.7102,93.5,1,0.1013,0.3313,0.2286,0.3402,0.4615,NORMAL,0.2542,LEGIT
T504501,2026-08-01 02:24:16,U100589,138.74,UPI,Punjab National Bank,NOT_CARD,Ahmedabad,mobile,384,2530,416,0,192.78,-0.2803,118.1,0,0.2022,0.056,0.4717,0.0884,0.3686,NORMAL,0.1411,LEGIT
T503152,2026-08-01 02:24:22,U101015,1190.67,UPI,HDFC Bank,NOT_CARD,Lucknow,desktop,467,2512,432,0,1087.04,0.0953,132.6,0,0.1571,0.0807,0.1655,0.089,0.2584,NORMAL,0.0,LEGIT
T513849,2026-08-01 02:25:21,U100761,2292.88,UPI,ICICI Bank,NOT_CARD,Ahmedabad,mobile,488,1659,284,0,2672.34,-0.142,155.8,0,0.0762,0.0668,0.3239,0.1304,0.2081,NORMAL,0.1456,LEGIT
T506165,2026-08-01 02:26:16,U101024,1199.97,Wallet,IndusInd Bank,NOT_CARD,Delhi,tablet,1001,2465,420,0,1029.28,0.1658,110.1,0,0.3013,0.1663,0.099,0.1285,0.1576,NORMAL,0.1224,LEGIT
T529618,2026-08-01 02:26:22,U100534,572.38,Card,HDFC Bank,Mastercard,Lucknow,mobile,374,1732,277,0,1756.55,-0.6741,72.6,0,0.1805,0.3162,0.1688,0.3279,0.3529,NORMAL,0.1551,LEGIT
T516515,2026-08-01 02:28:07,U100323,2117.56,UPI,Kotak Mahindra Bank,NOT_CARD,Pune,mobile,896,2748,459,21,1351.18,0.5672,109.7,7,0.1633,0.3628,0.0589,0.3149,0.2991,HIGH_VELOCITY,0.3361,LEGIT
T537747,2026-08-01 02:28:20,U101421,2236.64,UPI,State Bank of India,NOT_CARD,Jaipur,desktop,1008,2984,492,0,2975.89,-0.2484,192.6,0,0.1895,0.2618,0.19,0.0772,0.388,NORMAL,0.0399,LEGIT
T530164,2026-08-01 02:28:38,U101148,1434.84,Wallet,IndusInd Bank,NOT_CARD,Lucknow,desktop,924,2067,338,0,873.75,0.6422,192.1,0,0.147,0.0776,0.2345,0.1143,0.3219,NORMAL,0.1734,LEGIT
T538625,2026-08-01 02:29:01,U100360,274.74,UPI,ICICI Bank,NOT_CARD,Mumbai,desktop,1202,2537,426,0,272.6,0.0079,135.5,0,0.3053,0.2958,0.1884,0.1795,0.2029,NORMAL,0.1047,LEGIT
T545410,2026-08-01 02:29:02,U100061,464.33,Wallet,HDFC Bank,NOT_CARD,Lucknow,desktop,954,2234,371,0,673.18,-0.3102,124.9,0,0.5168,0.2535,0.1057,0.3114,0.2753,NORMAL,0.1377,LEGIT
T524372,2026-08-01 02:31:29,U101476,353.61,UPI,Yes Bank,NOT_CARD,Lucknow,mobile,1355,1472,242,0,354.49,-0.0025,68.5,0,0.1647,0.2779,0.096,0.1286,0.1357,NORMAL,0.1939,LEGIT
T548628,2026-08-01 02:31:50,U100796,398.86,UPI,Bank of Baroda,NOT_CARD,Lucknow,desktop,1496,2904,473,0,376.96,0.0581,107.4,0,0.1796,0.2655,0.1149,0.0683,0.3118,NORMAL,0.1284,LEGIT
T520477,2026-08-01 02:32:14,U100172,156.36,Card,IndusInd Bank,Visa,Chennai,tablet,1136,2314,379,0,149.32,0.0471,196.9,0,0.1407,0.0646,0.1394,0.2741,0.0607,NORMAL,0.0811,LEGIT
T542518,2026-08-01 02:34:01,U101392,322.78,UPI,IndusInd Bank,NOT_CARD,Bengaluru,mobile,550,2951,505,0,394.85,-0.1825,102.2,0,0.3856,,0.1447,0.2738,0.107,MISSING_SIGNAL,0.1378,LEGIT
T505750,2026-08-01 02:34:09,U100263,1154.34,UPI,Kotak Mahindra Bank,NOT_CARD,Jaipur,mobile,102,2775,473,0,644.04,0.7923,110.1,0,0.0501,0.2417,0.2541,0.08,0.6631,NORMAL,0.1007,LEGIT
T532953,2026-08-01 02:34:34,U101092,821.02,Wallet,Yes Bank,NOT_CARD,Jaipur,desktop,1046,2528,425,0,568.64,0.4438,160.9,1,0.16,0.0395,0.1652,0.0629,0.3464,NORMAL,0.0819,LEGIT
T541550,2026-08-01 02:34:58,U100757,606.65,UPI,IDFC First Bank,NOT_CARD,Mumbai,mobile,604,1150,169,0,594.35,0.0207,146.4,0,0.3151,0.4042,0.2197,0.3212,0.0845,NORMAL,0.0437,LEGIT
T523729,2026-08-01 02:36:14,U100388,829.19,UPI,State Bank of India,NOT_CARD,Delhi,mobile,134,2675,465,0,1400.32,-0.4079,116.1,1,0.1866,0.1835,0.2124,0.0892,0.3546,NORMAL,0.1113,LEGIT
T543961,2026-08-01 02:37:02,U100664,623.78,UPI,ICICI Bank,NOT_CARD,Kolkata,mobile,1205,1792,272,0,663.99,-0.0606,130.0,0,0.2028,0.161,0.4448,0.0959,0.102,NORMAL,0.1845,LEGIT
T505651,2026-08-01 02:38:13,U100798,1349.56,Card,State Bank of India,Mastercard,Chennai,tablet,917,946,152,0,935.21,0.443,55.6,0,0.2439,0.064,0.041,0.0255,0.2255,NORMAL,0.1621,LEGIT
T529777,2026-08-01 02:38:25,U100303,141.6,Card,ICICI Bank,Amex,Mumbai,mobile,547,2688,457,0,131.57,0.0762,65.5,0,0.1189,0.6881,0.0638,0.2697,0.1828,NORMAL,0.0604,LEGIT
T526320,2026-08-01 02:38:45,U100058,165.23,UPI,IndusInd Bank,NOT_CARD,Bengaluru,tablet,392,2230,372,0,406.72,-0.5937,172.3,0,0.1919,0.1281,0.0979,0.0711,0.3145,NORMAL,0.1028,LEGIT
T509247,2026-08-01 02:39:14,U100197,372.22,UPI,Punjab National Bank,NOT_CARD,Jaipur,desktop,1225,354,66,0,376.58,-0.0116,154.4,0,0.1279,0.2143,0.1427,0.3022,0.3573,NORMAL,0.0952,LEGIT
T506367,2026-08-01 02:39:26,U101002,251.79,Netbanking,IndusInd Bank,NOT_CARD,Lucknow,mobile,1158,1675,269,8,149.1,0.6887,88.8,3,0.1681,0.2079,0.2982,0.1477,0.4258,HIGH_VELOCITY,0.2679,LEGIT
T533690,2026-08-01 02:39:28,U101017,1397.1,UPI,Punjab National Bank,NOT_CARD,Pune,mobile,259,1482,244,0,1296.15,0.0779,87.4,0,0.5004,0.0726,0.1271,0.0984,0.2086,NORMAL,0.0176,LEGIT
T507282,2026-08-01 02:41:13,U100069,93.85,Wallet,Punjab National Bank,NOT_CARD,Chennai,mobile,1485,1860,232,0,160.4,-0.4149,87.9,0,0.8818788411500029,0.09231285125349203,0.8916435561889536,0.2131,0.3776,SIGNAL_CONFLICT,0.2605,LEGIT
T500186,2026-08-01 02:41:26,U101357,795.61,UPI,State Bank of India,NOT_CARD,Kolkata,mobile,1185,403,67,0,786.39,0.0117,129.2,0,0.1742,0.1678,0.2228,0.1808,0.3109,NORMAL,0.1096,LEGIT
T512156,2026-08-01 02:41:51,U100363,991.39,UPI,Bank of Baroda,NOT_CARD,Mumbai,mobile,8,2680,447,0,903.09,0.0978,97.5,0,0.2249,,0.1697,0.2251,0.1456,MISSING_SIGNAL,0.0342,LEGIT
T535059,2026-08-01 02:41:57,U100705,1235.71,UPI,State Bank of India,NOT_CARD,Delhi,mobile,249,1695,268,0,1493.23,-0.1725,155.8,0,0.2099,0.1549,0.3506,0.2119,0.3745,NORMAL,0.099,LEGIT
T547068,2026-08-01 02:41:58,U100231,265.58,Netbanking,Axis Bank,NOT_CARD,Bengaluru,mobile,630,2569,434,1,462.73,-0.4261,109.1,1,0.3642,0.3378,0.3054,0.0848,0.2297,NORMAL,0.1644,LEGIT
T512876,2026-08-01 02:42:10,U101326,2826.25,Netbanking,HDFC Bank,NOT_CARD,Chennai,mobile,509,2038,349,1,2821.25,0.0018,116.0,0,0.3199,0.1904,0.3785,0.4024,0.3844,NORMAL,0.1142,LEGIT
T513984,2026-08-01 02:42:12,U100471,286.55,Card,ICICI Bank,Visa,Delhi,desktop,128,2413,417,1,262.74,0.0906,86.7,0,0.1699,0.107,0.3489,0.3216,0.0619,NORMAL,0.0928,LEGIT
T510871,2026-08-01 02:42:20,U100771,1951.18,Netbanking,Yes Bank,NOT_CARD,Pune,mobile,831,2959,492,0,2877.45,-0.3219,242.5,0,0.1518,0.3408,0.0392,0.3694,0.2262,NORMAL,0.1433,LEGIT
T525555,2026-08-01 02:42:26,U100971,229.58,Card,HDFC Bank,Mastercard,Hyderabad,desktop,1243,1255,185,0,317.46,-0.2768,173.6,0,0.1832,0.5208,0.1778,0.3289,0.3708,NORMAL,0.1109,LEGIT
T543015,2026-08-01 02:42:54,U100910,989.8,UPI,Kotak Mahindra Bank,NOT_CARD,Bengaluru,mobile,1396,2310,366,0,1213.88,-0.1846,97.0,0,0.0224,0.3213,0.1442,0.4371,0.4361,NORMAL,0.1243,LEGIT
T538433,2026-08-01 02:43:26,U101491,2394.77,Card,HDFC Bank,Amex,Ahmedabad,mobile,448,1469,259,0,1213.64,0.9732,205.8,0,0.0971,0.1335,0.3221,0.3382,0.6771,NORMAL,0.1732,LEGIT
T541607,2026-08-01 02:43:29,U100885,838.09,Wallet,IDFC First Bank,NOT_CARD,Kolkata,mobile,901,2204,387,0,692.42,0.2104,133.3,0,0.0059,0.1732,0.3149,0.3495,0.1128,NORMAL,0.0771,LEGIT
T504235,2026-08-01 02:43:45,U100981,2302.54,Card,Yes Bank,Mastercard,Jaipur,mobile,119,2106,343,1,1895.33,0.2149,200.2,0,0.3184,0.1635,0.1598,0.1185,0.3325,NORMAL,0.0502,LEGIT
T518296,2026-08-01 02:44:42,U101207,1947.55,Card,Axis Bank,Visa,Lucknow,mobile,1147,2162,345,0,1066.98,0.8253,86.5,0,0.2705,0.068,0.0835,0.2001,0.3624,NORMAL,0.0647,LEGIT
T531922,2026-08-01 02:44:47,U100489,730.75,Netbanking,Punjab National Bank,NOT_CARD,Delhi,mobile,332,1818,307,1,600.63,0.2166,119.9,0,0.1087,,0.0389,0.0925,,MISSING_SIGNAL,0.0997,LEGIT
T501731,2026-08-01 02:46:14,U100608,204.06,UPI,Punjab National Bank,NOT_CARD,Mumbai,mobile,845,2900,481,0,148.72,0.3721,118.2,0,0.0482,0.3413,0.1983,0.2149,0.4318,NORMAL,0.0573,LEGIT
T507732,2026-08-01 02:47:26,U100609,3253.81,UPI,IDFC First Bank,NOT_CARD,Jaipur,desktop,877,2572,439,1,6276.29,-0.4816,100.4,0,0.249,0.1625,0.0086,0.1224,0.7354,NORMAL,0.1838,LEGIT
T524288,2026-08-01 02:48:41,U100248,2562.89,UPI,IndusInd Bank,NOT_CARD,Lucknow,desktop,621,2360,407,0,1206.83,1.1237,82.2,0,0.2243,0.1047,0.4212,0.1283,0.5571,NORMAL,0.3123,LEGIT
T541081,2026-08-01 02:50:25,U100289,569.83,UPI,Bank of Baroda,NOT_CARD,Chennai,desktop,1450,1420,242,0,504.51,0.1295,160.6,1,0.0776,0.1307,0.1013,0.277,0.2057,NORMAL,0.1041,LEGIT
T527071,2026-08-01 02:51:16,U100426,3603.94,Netbanking,IDFC First Bank,NOT_CARD,Bengaluru,desktop,766,2593,439,0,2911.19,0.238,172.8,1,0.4458,0.2369,0.1477,0.6181,0.2358,NORMAL,0.1179,LEGIT
T549722,2026-08-01 02:51:38,U100201,449.64,Card,IDFC First Bank,RuPay,Mumbai,desktop,1212,2725,441,0,516.64,-0.1297,141.5,0,0.0664,0.1859,0.2498,0.1974,0.1081,NORMAL,0.124,LEGIT
T542851,2026-08-01 02:51:55,U101322,369.38,UPI,Bank of Baroda,NOT_CARD,Hyderabad,mobile,1401,1649,303,0,579.04,-0.3621,134.7,1,0.308,0.1569,0.1458,0.0783,0.2033,NORMAL,0.1551,LEGIT
T540297,2026-08-01 02:52:07,U100152,445.12,UPI,IDFC First Bank,NOT_CARD,Pune,mobile,141,2753,469,0,599.86,-0.258,109.1,0,0.3094,0.2798,0.0633,0.2843,0.4452,NORMAL,0.0814,LEGIT
T521614,2026-08-01 02:52:35,U100122,80.76,Netbanking,ICICI Bank,NOT_CARD,Pune,mobile,718,1963,353,0,104.66,-0.2284,153.1,0,0.0752,0.2441,0.0601,0.3562,0.4202,NORMAL,0.1346,LEGIT
T522506,2026-08-01 02:53:07,U100458,159.75,Card,Punjab National Bank,Amex,Mumbai,mobile,270,2522,425,0,134.82,0.1849,208.1,0,0.1806,0.2485,0.1286,0.036,0.3007,NORMAL,0.0622,LEGIT
T535764,2026-08-01 02:54:23,U101058,165.37,Card,State Bank of India,Visa,Pune,mobile,298,1273,195,0,333.72,-0.5045,72.6,0,0.0739,0.1689,0.1785,0.2467,0.2636,NORMAL,0.1036,LEGIT
T503278,2026-08-01 02:54:39,U100111,197.3,UPI,Punjab National Bank,NOT_CARD,Kolkata,mobile,128,2342,413,0,164.47,0.1996,330.5,0,0.0664,0.0868,0.2621,0.1754,0.2219,NORMAL,0.1038,LEGIT
T504161,2026-08-01 02:55:00,U100861,304.98,UPI,IDFC First Bank,NOT_CARD,Mumbai,mobile,939,2783,461,0,245.2,0.2438,145.6,0,0.1798,0.5201,0.1122,0.1746,0.3431,NORMAL,0.0288,LEGIT
T513252,2026-08-01 02:55:35,U100261,295.0,UPI,Punjab National Bank,NOT_CARD,Chennai,mobile,845,512,62,0,300.93,-0.0197,253.6,0,0.0318,0.0892,0.1753,0.0789,0.157,NORMAL,0.1355,LEGIT
T507359,2026-08-01 02:57:32,U101161,910.82,UPI,ICICI Bank,NOT_CARD,Bengaluru,tablet,193,1496,270,0,891.05,0.0222,97.8,0,0.0872,0.2628,0.2512,0.4347,0.2257,NORMAL,0.0496,LEGIT
T504770,2026-08-01 02:57:54,U100211,2497.13,UPI,IDFC First Bank,NOT_CARD,Chennai,mobile,1000,2150,365,0,1677.1,0.489,83.1,0,0.2115,0.142,0.1199,0.3229,0.2369,NORMAL,0.0548,LEGIT
T501642,2026-08-01 02:58:32,U100741,587.0,Card,Bank of Baroda,Visa,Chennai,mobile,1459,2287,370,0,648.92,-0.0954,117.6,0,0.0648,0.2151,0.2903,0.0215,0.1385,NORMAL,0.0882,LEGIT
T531465,2026-08-01 02:59:30,U101309,595.55,UPI,Kotak Mahindra Bank,NOT_CARD,Delhi,mobile,859,2558,419,2,601.28,-0.0095,109.1,0,0.1631,0.0933,0.1332,0.3397,0.1801,NORMAL,0.0616,LEGIT
T544277,2026-08-01 03:00:53,U100276,363.69,Netbanking,State Bank of India,NOT_CARD,Hyderabad,mobile,1159,1401,245,0,595.93,-0.3897,116.2,0,0.2054,0.1134,0.0609,0.2256,0.6667,NORMAL,0.0782,LEGIT
T537201,2026-08-01 03:02:33,U100026,182.36,Wallet,Punjab National Bank,NOT_CARD,Pune,mobile,552,1207,228,0,160.14,0.1388,115.1,0,0.169,0.1908,0.2675,0.1175,0.1198,NORMAL,0.0992,LEGIT
T540930,2026-08-01 03:03:45,U100207,273.17,UPI,Yes Bank,NOT_CARD,Kolkata,mobile,1120,2907,490,0,395.77,-0.3098,93.6,0,0.3251,0.1574,0.0904,0.2027,0.3143,NORMAL,0.1218,LEGIT
T548432,2026-08-01 03:04:11,U100128,2870.1,UPI,IDFC First Bank,NOT_CARD,Kolkata,mobile,568,1724,276,0,2570.42,0.1166,149.3,0,0.024,0.3147,0.0191,0.182,0.3798,NORMAL,0.1107,LEGIT
T518764,2026-08-01 03:04:11,U100473,395.42,UPI,Bank of Baroda,NOT_CARD,Lucknow,tablet,348,1019,244,1,478.6,-0.1738,90.7,0,0.8649351148581431,0.06010068448997477,0.8001357047505,0.035,0.1596,SIGNAL_CONFLICT,0.1728,LEGIT
T547136,2026-08-01 03:04:20,U100333,148.49,Netbanking,ICICI Bank,NOT_CARD,Kolkata,mobile,1426,2489,451,0,101.85,0.458,120.9,0,0.0894,0.3037,0.0477,0.2776,0.4643,NORMAL,0.112,LEGIT
T520385,2026-08-01 03:04:44,U100263,723.33,Card,Kotak Mahindra Bank,Visa,Jaipur,mobile,102,2775,473,1,644.04,0.1231,63.8,0,0.0797,0.2035,0.0597,0.1017,0.2114,NORMAL,0.1228,LEGIT
T529650,2026-08-01 03:04:47,U100788,274.19,Card,HDFC Bank,Mastercard,Delhi,mobile,522,1633,302,0,521.47,-0.4742,257.0,0,0.1399,0.1927,0.3288,0.3087,0.4025,NORMAL,0.0847,LEGIT
T520581,2026-08-01 03:04:53,U100600,329.44,UPI,Punjab National Bank,NOT_CARD,Kolkata,mobile,1471,1849,296,0,166.22,0.9819,116.94465678207263,0,0.1365,0.0693,0.2185,0.48225419739658454,0.5928,BANK_DRIFT,0.2641,LEGIT
T508136,2026-08-01 03:05:01,U101182,329.29,UPI,Axis Bank,NOT_CARD,Pune,tablet,905,2072,354,1,350.11,-0.0595,143.9,0,0.3049,0.1559,0.2106,0.0915,0.0612,NORMAL,0.0887,LEGIT
T510265,2026-08-01 03:05:45,U100609,14406.6,UPI,IDFC First Bank,NOT_CARD,Jaipur,desktop,877,2572,439,0,6276.29,1.2954,163.4,0,0.4949,0.4703,0.1053,0.2607,0.7261,NORMAL,0.197,LEGIT
T512879,2026-08-01 03:05:57,U101286,436.79,Netbanking,ICICI Bank,NOT_CARD,Lucknow,desktop,805,2723,452,0,565.04,-0.227,192.8,1,0.1066,0.1171,0.0425,0.1521,0.1276,NORMAL,0.1103,LEGIT
T500018,2026-08-01 03:08:00,U101465,1223.5,Netbanking,Axis Bank,NOT_CARD,Kolkata,mobile,402,335,56,0,846.4,0.4455,91.5,0,0.1184,0.2868,0.2194,0.2578,0.2164,NORMAL,0.1472,LEGIT
T520556,2026-08-01 03:09:35,U100801,3454.53,Wallet,HDFC Bank,NOT_CARD,Delhi,mobile,61,906,109,21,2568.59,0.3449,144.9,4,0.2648,0.072,0.0574,0.2754,0.24,HIGH_VELOCITY,0.2501,LEGIT
T506647,2026-08-01 03:09:39,U101314,1069.7,Card,Punjab National Bank,RuPay,Hyderabad,mobile,861,2707,452,1,1016.5,0.0523,447.0289020753277,0,0.2202,0.1325,0.0546,0.669390436613888,0.2201,BANK_DRIFT,0.1019,LEGIT
